,Title,Doorway,Year,Link,Synopsis
1158,Ghetto Gaggers: Kali,ghettogaggers.com,2008,"<a href=""https://www.iafd.com/title.rme/id=102e0ba1-bef7-4a77-bc6b-ffe4904ba18d"" target=""_blank"">https://www.iafd.com/title.rme/id=102e0ba1-bef7-4a77-bc6b-ffe4904ba18d</a>","Kali is a first timer BBW. Big Red hates fucking Big Black Whales. Everytime one shows up he looks at me with rage; which makes for a good scene, because there is nothing better than a scene with Big Red filled with rage. He fucked her hard as her fat mommy titties bounced all over like one of those crack heads break dancing for a few dollars in mid-town. He went right from her pussy to her face, yanked off his condom and nutted all over it. Then he rested his spent condom on her head like it was Ash Wednesday in da hood."
1159,Ghetto Gaggers: Kandee Lixxx,ghettogaggers.com,2009,"<a href=""https://www.iafd.com/title.rme/id=74b78345-8c2b-47b5-b2d0-5367838ff719"" target=""_blank"">https://www.iafd.com/title.rme/id=74b78345-8c2b-47b5-b2d0-5367838ff719</a>","This is Kandee Lixxx's return to porn. Yup, we got her. She was a top star until she just quit because she was tired of it all. Then, one day she came back and happened to call us first. She never did anything like this, and she even told me that a man never even slapped her in her personal life. So the first time she got a crack, she yelped like a bad puppy. The throat fucking took her buy surprise. She thought she wouldn't make a mess, but she did; all over herself. She was a trooper though, taking slap after slap, puke after puke, until she only lost her cool at the end. Bootleg did something that pissed her off. Big Red and Bootleg both slammed her pussy until they had enough of it, tossed her on the floor and we all nutted all over her face. Look at the mess we turned her into. Welcome back to porn Kandee Lixxx, you are officially a Ghetto Gagger!"
1160,Ghetto Gaggers: Kandi Gurl,ghettogaggers.com,2013,"<a href=""https://www.iafd.com/title.rme/id=1bd28c0b-2321-47ff-926e-5d697883db01"" target=""_blank"">https://www.iafd.com/title.rme/id=1bd28c0b-2321-47ff-926e-5d697883db01</a>","Kandigurl is a street hooker with a killer petite body. It's too bad she looks like a redbone version of Jackie Chan. She confided in us that she's lived a rough life. Well, it's about to get worse. When she told us about her inner demons, it got our cocks hard and we used that to fuel the fire. Confused? Watch the video and you'll see exactly what I am talking about. Her tight throat was pumped full of hard white Bootleg cock and then her small hairless cunt box was stuffed. During all the commotion, she even lost her weave. We clowned on that, too. Great bitch, excellent shoot... another successful Ghetto Gaggers episode."
1161,Ghetto Gaggers: Kandi Gurl 2,ghettogaggers.com,2013,"<a href=""https://www.iafd.com/title.rme/id=582b2f2b-ec98-4572-96d3-50735d9e2755"" target=""_blank"">https://www.iafd.com/title.rme/id=582b2f2b-ec98-4572-96d3-50735d9e2755</a>","Whenever a whore wants to come back, we challenge ourselves to make the sequel better than the first. If only Hollywood would do the same (I'm looking at you Hangover 2). Anyway... Kandi Gurl and her over sized forehead stopped back to shoot a second scene. Last time, she had the honor of working with Bootleg. Today, it was both Bootleg and Pauly Harker. Both guys came to rock and roll, too! This scene is fucking awesome. She puked up her guts, got slapped like the dirty hooker she is, gagged on hard white cock, thrown around like a ghetto rag doll and left sitting in a pile of her own vomit (which was then thrown on her face). We're all proud of what we did here. I hope you enjoy jerking off to this video as much as we did creating it."
1162,Ghetto Gaggers: Kapri Styles,ghettogaggers.com,2007,"<a href=""https://www.iafd.com/title.rme/id=6475908b-f602-49bb-bb36-ea28391dfd95"" target=""_blank"">https://www.iafd.com/title.rme/id=6475908b-f602-49bb-bb36-ea28391dfd95</a>","The one thing I like most about famous black pornstars is that diva attitude they all have. N***a PLEASE! However, the weird thing about Kapri Styles was the harder you choked the bitch, the more she would moan. The more you tore up her tight ass, the more she encouraged you to fuck harder. If you face fucked her until she puked, she'd clean it up like a good ebony maid. Kapri took what we could dish and that's some serious shit. Heck, we already have about 2-3 famous ebony pornstars in therapy, so I have to take my hat off to this little ghetto hoe."
1163,Ghetto Gaggers: Kara Kane,ghettogaggers.com,2004,"<a href=""https://www.iafd.com/title.rme/id=3d145d8d-9f27-4ffa-8fc2-09af7a6b44e4"" target=""_blank"">https://www.iafd.com/title.rme/id=3d145d8d-9f27-4ffa-8fc2-09af7a6b44e4</a>","This was Kara's introduction into extreme porn. She used to be a cheerleader for the Charlotte Hornets. Yes that's right, she was a Honey Bee! She never got face fucked in her life and had no idea what she was getting into. We had a train of 3 guys, one after the other, go to town on her cute ebony face. She was reduced to a pile of spit and vomit. Then it was time for her to get fucked by a big white dick. She then took 4 huge loads to her face that dripped just about everywhere. This is the only honey she gets these days!"
1164,Ghetto Gaggers: Karamel,ghettogaggers.com,2009,"<a href=""https://www.iafd.com/title.rme/id=f4788d15-41ee-4b84-9345-c03975897ed3"" target=""_blank"">https://www.iafd.com/title.rme/id=f4788d15-41ee-4b84-9345-c03975897ed3</a>","Karamel is a first-timer hood rat from New York. She was reluctant to do the scene, but she did it anyways because she needs to pay her bills and this month's gubment cheese was late. She never did this before and never had a man treat her like this, and when I asked her if her man did this stuff to her, that is when she got teary eyed. It must have been something about all the boyfriend questions I was asking because as soon as the nut hit her face, and I asked Does your boyfriend do this to you? she started yelling cut cut cut, and sat there all sad with two loads on her face and a boyfriend who's soon going to find out she's a whore. Who does she think she is telling me to cut? Since when is this stupid hoodrat a director? Sit there with 2 loads on your face, eat your gubment cheese, and STFU."
1165,Ghetto Gaggers: Karen Paije,ghettogaggers.com,2015,"<a href=""https://www.iafd.com/title.rme/id=81c5ca2c-8f1a-4404-a229-4a9662a64bda"" target=""_blank"">https://www.iafd.com/title.rme/id=81c5ca2c-8f1a-4404-a229-4a9662a64bda</a>","Pure adrenaline today, baby! Meet Karen Paije... a 105 pound piece of hot fuck meat. I'm talking this whore's body is phenomenal. Here's the scoop. She's never done a porn before. She's never sold that pussy for cash. She's about as fresh as they come... innocent and naive. Sweet baby Jebus... Pauly went ape shit on her. That cock looked like a forearm impaling into her head. When it hit the slit, he blew out her cervix. Unreal action, man! Oh... did I mention she's like top tier hot, too? We spoiled you today. Enjoy!"
1166,Ghetto Gaggers: Karma Mauvais,ghettogaggers.com,2012,"<a href=""https://www.iafd.com/title.rme/id=3801e7d9-4555-478b-a726-b5a85f5a1ffa"" target=""_blank"">https://www.iafd.com/title.rme/id=3801e7d9-4555-478b-a726-b5a85f5a1ffa</a>","Karma is a brand new girl, and by brand new I mean that this chick never sold her body for any reason. Today, she's making a porn video. She never stripped or escorted but she felt that working for one of the roughest porn companies on the internet was a good idea. Ok... we'll see. Here's the deal, Karma is hot and has a great body. She also has an amazing ass. The best and funniest thing about this girl is that she was so worried about her weave, that she held onto it for dear life during the face fucking. We felt her pain so we helped her out by duct taping it to her lead like an old school football helmet complete with chin strap."
1167,Ghetto Gaggers: Karma Storm,ghettogaggers.com,2005,"<a href=""https://www.iafd.com/title.rme/id=48ff7f0d-d3f1-42fc-bf2d-b4fc805cb11a"" target=""_blank"">https://www.iafd.com/title.rme/id=48ff7f0d-d3f1-42fc-bf2d-b4fc805cb11a</a>","This sassy sista was full of ghetto spunk. She was a tough one to break, but when we did, she flipped. She couldn't take how I got inside her head. I knew exactly what was going through her head as two white dudes ran train on her ass, over and over. The cocks drilled her throat until she was a pile of slobber and some other substance I don't know what the heck it was. But we made her clean it up anyway. Then we applied the nut to her face as she sat there extremly pissed and on the verge of snapping. I think we done learned her one!"
1168,Ghetto Gaggers: Karman Webb,ghettogaggers.com,2016,"<a href=""https://www.iafd.com/title.rme/id=cf22c1a0-85f8-4df9-88d1-97bb5e261825"" target=""_blank"">https://www.iafd.com/title.rme/id=cf22c1a0-85f8-4df9-88d1-97bb5e261825</a>","Karman Webb returns! This time solo. You may remember her first visit. She was that bitch that put in all the work while Jaime Fetti sat around fucking off. She felt slighted, so we brought her back so she can showcase her abilities without some cunt anchor dragging her down. Well, this one is off the rails! If you can stomach through the first 2 minutes, I applaud you. We all had to take a break, clean up and shower. It was that epic gross... but it doesn't stop there. Her throat was like a Cracker Jack box. Every pump gave us a prize. Ughh! Then, as the hard cocks ripped into her pretty black slit, she was told to say how much she loved the white man cock. The shame and humility hit hard because it got emotional... but we didn't stop until loads were shot all over her face. All this happened... and on top of that, it was her birthday. You know we had to celebrate it Ghetto Gaggers style!!!"
1169,Ghetto Gaggers: Karman Webb and Jaime Fetti,ghettogaggers.com,2016,"<a href=""https://www.iafd.com/title.rme/id=f24d3426-eb81-453a-8214-3e7f8e77702c"" target=""_blank"">https://www.iafd.com/title.rme/id=f24d3426-eb81-453a-8214-3e7f8e77702c</a>","Two bitches...one, completely stunning... the other, a chubby troll. Combined, we made Ghetto Gaggers magic the way only our perverse minds could. Imagine two ghetto hood rats battling it out to earn the title of baddest bitch. Not only were they pitted against each other, but they also had to tackle the hard white cocks of Pauly Harker and Jay D. It's messy, it's intense... it's everything you want in a Ghetto Gaggers scene. We're talking girl on girl ass licking, explosive face fucking, epic bitch slaps and more. These two girl scenes are must haves. If you don't see this, you're missing out on a historic moment in porn!"
1170,Ghetto Gaggers: Kay Love,ghettogaggers.com,2015,"<a href=""https://www.iafd.com/title.rme/id=d2e47ba2-013a-4b9e-99a1-6afc4e4503a8"" target=""_blank"">https://www.iafd.com/title.rme/id=d2e47ba2-013a-4b9e-99a1-6afc4e4503a8</a>","Kay Love is a breath of fresh air. She's 20 years young, very pretty and down with the depraved and disgusting that Ghetto Gaggers is known for. She'll be the first to admit that the jitters almost got the best of her, but once we fed hard white cocks down her throat, she took to it like a fish to water. Once revved up, this nasty black bitch was insatiable. She made us all proud engulfing the meat sticks like a good submissive whore and having hard wood jammed up her tight bald black cunt. It's one of those times where I wish I had more people to throw at her. I think we have a star in the making here."
1171,Ghetto Gaggers: Kay Love 2,ghettogaggers.com,2015,"<a href=""https://www.iafd.com/title.rme/id=5e76b169-c8f7-4297-84ec-69ce2b7e43e9"" target=""_blank"">https://www.iafd.com/title.rme/id=5e76b169-c8f7-4297-84ec-69ce2b7e43e9</a>","Kay Love is back, for two reasons. First, she nailed it her first time here and we reward that type of shit and two, her ass is on the table. Her deep throat game was on point. The bitch can swallow a cock. Her ass, though, God Damn!!! She can take some serious pounding in that cute little bubble butt of hers. Harker unleashed the fury on her asshole and she let him have at it. Another excellent performance from the amazing Kay Love!"
1172,Ghetto Gaggers: Kay Love 3,ghettogaggers.com,2015,"<a href=""https://www.iafd.com/title.rme/id=b7dc3e88-6725-4a00-b3aa-9cd5f923519f"" target=""_blank"">https://www.iafd.com/title.rme/id=b7dc3e88-6725-4a00-b3aa-9cd5f923519f</a>","Today, a legend returns. No, not Kay Love... she's just a dumb whore. The legend I speak of is, the one and only, Bootleg. The fans demanded his triumphant return so much that it brought him out of retirement to destroy whores once again. We wanted his return to be special so we paired him up with Kay Love, a hood booger that's down with the dirty. It was like he picked up right where he left off... getting nasty with the bitch. The all star team of Pauly and Bootleg made for a monumental scene. Kay took both white cocks like a good ghetto whore. She then opened up her asshole and cunt for some double penetration action. Welcome back, Bootleg!"
1173,Ghetto Gaggers: Kay Love and Destinee Jackson,ghettogaggers.com,2015,"<a href=""https://www.iafd.com/title.rme/id=cabe9e18-cf58-473f-877b-5b703937d624"" target=""_blank"">https://www.iafd.com/title.rme/id=cabe9e18-cf58-473f-877b-5b703937d624</a>","Today, we brought two all stars back for an epic scene. Kay Love has been here several times. She rocks it every time. Destinee Jackson is new, having only one porn (ours) under her belt but she was so fucking awesome that we had have her make a triumphant return. So what can you expect? Well... picture two of the best Ghetto Gaggers girls doing what they do together. We not only raised the bar but we blew the mother fucker out of the stadium. Twice as messy. Twice as hardcore. Twice as degrading. You name it... it's in here. Special moments like this only come around once in a while and when it does, you know we make it worth it. I have to say, this one is already a favorite of mine. Enjoy!!!"
1174,Ghetto Gaggers: Kayla Ivy,ghettogaggers.com,2014,"<a href=""https://www.iafd.com/title.rme/id=91cdb26d-cf9d-4632-afed-d02b0a1da084"" target=""_blank"">https://www.iafd.com/title.rme/id=91cdb26d-cf9d-4632-afed-d02b0a1da084</a>","Kayla Ivy travel all the way from California to New Jersey for her debut in porn. When you think about it, it sounds pretty retarded, right? She traveled light... the only baggage she brought was her daddy issues. Having never really known her father, she developed a sense of resentment towards men. That much is obvious. She even had the nerve to lash out at me a bit (fucking cunt!)... but don't worry. My henchmen, Pauly Harker and Gio put that bitch right in her place. It's a very humbling experience gagging on a hard white cock, losing your lunch and being like the animal we see you as. This one is messy, fellas. Oh... she got her pretty black butt fucked hard, too! Get this... she's only taken it in the ass with one other guy (maybe a handful of times). Today, she tripled that number. Each guy took turns blowing that O ring wide open. School was in session and the first lesson was gaping. The gang finished by unloading massive cum loads all over her pretty face... and I do mean pretty. She's top shelf... now she's damaged goods."
1175,Ghetto Gaggers: Kayla Ivy 2,ghettogaggers.com,2014,"<a href=""https://www.iafd.com/title.rme/id=7624a908-e41f-444b-b65a-4f326344169c"" target=""_blank"">https://www.iafd.com/title.rme/id=7624a908-e41f-444b-b65a-4f326344169c</a>","Kayla Ivy is back. Her first video was good but we knew we could do better. Round 2 is more hardcore, messier and disgusting. I put my thinking cap on and laid the humiliation and degradation on thick! How you ask? We had her dunk her face in the slop filled dog bowl over and over as she deep throated white cock. We soaked her clothes in the filth and had her model it. Epic amounts of gross flew from her mouth hole. Ewww!!!! Last time, she took hard cock in her little black ass. This time around, we stuffed both those holes at the same time. This is her first ever DP... ever as in real life, too! Both cumshots nailed her face... drenching her in globby white jizz."
1176,Ghetto Gaggers: Kaylyn Carter,ghettogaggers.com,2010,"<a href=""https://www.iafd.com/title.rme/id=9ea8da92-bd01-45ba-bcad-565b54fe9b45"" target=""_blank"">https://www.iafd.com/title.rme/id=9ea8da92-bd01-45ba-bcad-565b54fe9b45</a>","Kaylyn Carter is new to porn. We brought it to her swift and hard; much like a shock and awe bombing campaign. This way, you can tell if she can hang with the big boys and not call it a day like a lesser whore. We gave her the whipped cream treatment, and all she kept worrying about was her 50 dollar wig. I'm like STFU, suck the cock, and I will get you a new piece of fake hair. There is a carpet store directly across from us and I'm sure they have the same color rug she's wearing. I digress, so back to the story. She was tentative on the cock until we just told her, Look, I don't have time for your ghetto mind tricks, black yoda. After that she took it like an obedient whore, sucking the white cocks to their balls, and deep down in her throat like a freshly swallowed biscuit from KFC. Then she took the white pounding cocks into her tight black pussy, and squealed like a pig being chased by a rancher. Then we all nutted on her face and left her to baste in it like BBQ sauce on freshly cooked up pigs feet."
1177,Ghetto Gaggers: Kennedy Monroe,ghettogaggers.com,2014,"<a href=""https://www.iafd.com/title.rme/id=37525504-f916-4497-9e35-cf1d1dfaa597"" target=""_blank"">https://www.iafd.com/title.rme/id=37525504-f916-4497-9e35-cf1d1dfaa597</a>","Kennedy Monroe is a petite chocolate slut that was destined to become a whore. Why? It runs in her family. Her birth mother was a whore... so in that sense, the apple didn't fall too far from the tree. She's also a self proclaimed gold digging bitch. Don't worry guys... today, she earned that money the hard way. No easy ride here. This cunt is used to banging 70 year old men, maxing out their credit cards and driving around in their cars. Today, all she rode was Pauly's hard cock up her tight black cunt. I'll be honest, you can tell she's a good cock sucker but having a hard giant cock crammed in her mouth left her a little unhinged. She's never puked on dick before... let alone for solid 20 minutes of constant barfing. I took great joy in watching that. I hate pigs like this, they're materialistic cunts. They get what they deserve. Score one for the home team today!"
1178,Ghetto Gaggers: Kennedy Monroe 2,ghettogaggers.com,2016,"<a href=""https://www.iafd.com/title.rme/id=37a6a0cf-f515-41a2-b6b5-96c2e33305ea"" target=""_blank"">https://www.iafd.com/title.rme/id=37a6a0cf-f515-41a2-b6b5-96c2e33305ea</a>","A lot of girls request to come back. We entertain the thought as long as the whore did a good job and wasn't a raging cunt. Kennedy Monroe made the cut. Her first visit here was great... this one, amazing! She also made some great improvements to her body, by way of going from A cups to D cups. Personally, I love big fake tits... especially when they're attached to a stick like this one. As expected, Kennedy Monroe did not disappoint. This one is straight messy from beginning to end of the face fucking. Epic levels! Don't even get me started about how this petite fuck slut takes hard white cocks, either. She's a complete fuck machine and looks amazing getting piped! I'm confident all of you are going to love this one!"
1179,Ghetto Gaggers: Kenya Sweetz,ghettogaggers.com,2010,"<a href=""https://www.iafd.com/title.rme/id=8c8502fa-6205-48c4-b2d6-51e7e04aebc0"" target=""_blank"">https://www.iafd.com/title.rme/id=8c8502fa-6205-48c4-b2d6-51e7e04aebc0</a>","Kenya Sweetz was a good time. She let us have her body for about 45 minutes until we were done with her. She came in eager to please and titties filled with milk. She got right to her knees and began obeying by sucking the cocks deep to the balls, as her milk filled titties bounced like Tyler Perry's gut on a trampoline. After we got tired of fucking her face it was time to DP the whore. She took two white cocks into her black holes. She loved how the white cocks felt. Then, after using up the expand rest of her other holes, we sat her down and shot white pearly cum all over her ebony face. She sat there disgusted as it oozed down her face like a bowl of sloppy grits. She took 3 loads like a good whore and then we sent her back to the hood to do whatever it is that hood people do."
1180,Ghetto Gaggers: Kenya Sweetz 2,ghettogaggers.com,2016,"<a href=""https://www.iafd.com/title.rme/id=a7fe7051-93d8-4d92-8755-3ea627033164"" target=""_blank"">https://www.iafd.com/title.rme/id=a7fe7051-93d8-4d92-8755-3ea627033164</a>","Kenya Sweetz is back. Crickets. I wasn't here the first time, so I have no frame of reference. However, I instantly liked her. She's a good bitch, though. Things got awkward fast during the interview. I love rattling these bitch's cage, making them feel uncomfortable. Then, I send in the troops to destroy the whore. Tonight, Harker and Gio welcomed back this ghetto cunt with the usual barrage of humiliation. If I learned only one thing from working here, I learned that a black woman will do anything in her power to not part with her wig. It always fails. Things got sloppy as she relearned how it is to deep throat hard white cock... and tonight, all holes were open for business."
1181,Ghetto Gaggers: Keri Charmz,ghettogaggers.com,2016,"<a href=""https://www.iafd.com/title.rme/id=6c1d649c-938b-4b17-9d2f-3561b3d71943"" target=""_blank"">https://www.iafd.com/title.rme/id=6c1d649c-938b-4b17-9d2f-3561b3d71943</a>","Watch us train this ho in the art of face fucking. She comes in today a complete deep throat virgin. However, Keri Charmz leaves a spent mess who's throat was shredded with hard white pipe. It got messy. Slaps had to be administered for training purposes. However, by the time the face fucking was over... her throat was nice and loose. Next target, that pretty pussy. Yeah... I said it. This idiot's cunt was prime... nice and shaved. Moral of this story... most likely first and last day in porn."
1182,Ghetto Gaggers: Kia,ghettogaggers.com,2004,"<a href=""https://www.iafd.com/title.rme/id=41d83c6f-e997-4323-9c4b-c1fc296bfd08"" target=""_blank"">https://www.iafd.com/title.rme/id=41d83c6f-e997-4323-9c4b-c1fc296bfd08</a>",This sassy 18 year old needed some learnin! I taught her that whores shouldn't talk try to talk with ghetto lingo while a cock is in their mouth. She got fucked nice and hard and swallowed two white dude loads.
1183,Ghetto Gaggers: Kiandra,ghettogaggers.com,2011,"<a href=""https://www.iafd.com/title.rme/id=cd3c5f2e-2613-442e-b6be-fb50db7f1c74"" target=""_blank"">https://www.iafd.com/title.rme/id=cd3c5f2e-2613-442e-b6be-fb50db7f1c74</a>","Kiandra the Alabama Slamma, there was a lot of first in this Fuck Flick. First off, Kiandra is 19 years old, this is her first porno, and on film we documented her first ever anal. The stunt cock said it fit like a glove, maybe not OJ's, but I digress. The cock boldly went where no cock has gone before, the ol' throat moat. She spewed out all her curds & whey. Then it was onto the other 2 holes, the non birth canal was chosen first. Harker took that dirt road like a redneck in a monster truck. Pounding the highly inflated groceries back in there place. Then onto the ghetto maker, the gubberment cheese hole. Her twat got pounded like the English language in the ghetto. Once Harker had enough he set her up for maximum cakeage, and dropped his tadpoles all over her grill. She said this Caucasian Carousel was one hell of a ride. All you bitches over 18, line up for your tickets to ride. Who has what it takes, we will teach you to behave."
1184,Ghetto Gaggers: Kianti,ghettogaggers.com,2008,"<a href=""https://www.iafd.com/title.rme/id=7f5d6ab8-3c4d-4212-910e-8cb5e0b30632"" target=""_blank"">https://www.iafd.com/title.rme/id=7f5d6ab8-3c4d-4212-910e-8cb5e0b30632</a>","Kianti is a first timer ghetto hoe who never sucked a dick before. She turned 18 years old maybe 10 days ago. She had no idea what was in store for her and we worked her over good. She has yet to be corrupted by the hood and the bling hookin can buy, so we taught her what it costs to be a whore and she took it like a champ. She never had nut on her face before either, let alone from a white boy. She puked up her lunch and sat there like a degraded piece of meat. When I showed her the cum on her face she told me she felt like a piece of shit. She's a smart lil hood rat!"
1185,Ghetto Gaggers: Kiianna Cox,ghettogaggers.com,2015,"<a href=""https://www.iafd.com/title.rme/id=49ec42cb-47e4-41ef-83bf-1321f6132b5e"" target=""_blank"">https://www.iafd.com/title.rme/id=49ec42cb-47e4-41ef-83bf-1321f6132b5e</a>",Kiianna Cox led a troubled life. Let's just say her first sexual experiences came at an extremely early age and that led to a domino effect of bad decisions... which ultimately led her to our couch. Whores with no soul are the best. They know their worth is zero and they're only purpose in life is to provide a wet hole for men to use to cum. Things got emotional and we capitalized on it. Harker and Bootleg gave zero fucks when it came to her sob story. They came in and destroyed that already wrecked pussy Ghetto Gaggers style!
1186,Ghetto Gaggers: Kimber Lux,ghettogaggers.com,2012,"<a href=""https://www.iafd.com/title.rme/id=9a621afb-25e4-4435-8373-f4ba0c05541d"" target=""_blank"">https://www.iafd.com/title.rme/id=9a621afb-25e4-4435-8373-f4ba0c05541d</a>","World record tapout. I think she lasted about 45 seconds. It's a shame, because she was a pretty girl. Another wasted night..."
1187,Ghetto Gaggers: Kimberly,ghettogaggers.com,2005,"<a href=""https://www.iafd.com/title.rme/id=90450d96-04c3-487f-8328-efce2cf5afe5"" target=""_blank"">https://www.iafd.com/title.rme/id=90450d96-04c3-487f-8328-efce2cf5afe5</a>","Kimberly actually has a real job and isn't on welfare, so this was a unique experience for us. She told us she was dominant but as soon as our white cocks began to pillage her pie hole she let us have her way with her. We bitch slapped her like we were at a pimp contest. I fucked her ass and nutted on the outside of her pussy and then she got tagged again and sprayed across the face with 3 loads."
1188,Ghetto Gaggers: Kitty Catherine,ghettogaggers.com,2016,"<a href=""https://www.iafd.com/title.rme/id=bb2b1f51-9918-4126-b5ce-401111fd7bd2"" target=""_blank"">https://www.iafd.com/title.rme/id=bb2b1f51-9918-4126-b5ce-401111fd7bd2</a>","This cunt right here. . . comes in, wasting everyone's time. She started off trying to act all coy. That lasted a minute before she cashed that reality check. All of us unloaded our rage on her, instantly breaking her. Tears, screams. . . terror. It's no wonder she instantly tapped. We got through one horrific position before she said ""Fuck this shit. . . "" and bounced. Before she left, we gave her a parting gift in the form of two loads to the face. Then, I chased her black ass out the mother fucking studio. "
1189,Ghetto Gaggers: Kya,ghettogaggers.com,2011,"<a href=""https://www.iafd.com/title.rme/id=45cb584f-f753-4a2b-a2e8-d4103d9d058a"" target=""_blank"">https://www.iafd.com/title.rme/id=45cb584f-f753-4a2b-a2e8-d4103d9d058a</a>","Kya is a bubbly black hoe who was physically prepared to do the shoot, but maybe not mentally ready. It's not like she's a retard or anything, but words can hurt more than a slap to the face. I'm sure I hurt her feelings when I called her fat. But that's how I roll, I call a spade a spade (no pun intended). Long story short, Kya was a great girl. She was intimidated by the big white cocks. For white boys, Red and Harker are packing some heat. They shoved their meat missiles down her throat until she was barfing up her shame and regret. She was a trooper, though. She didn't take any breaks and that means I was able to get home in time to watch Ancient Aliens on the Discovery channel. Thanks whore!"
1190,Ghetto Gaggers: Kya 2,ghettogaggers.com,2012,"<a href=""https://www.iafd.com/title.rme/id=d51c034d-660d-4e8a-9b4f-b8c100c8a4dc"" target=""_blank"">https://www.iafd.com/title.rme/id=d51c034d-660d-4e8a-9b4f-b8c100c8a4dc</a>","Kya is back, and honestly... I don't ever remember her being here in the first place. Prior to the shoot, she confided in me that my words last time really struck a chord with her. The good news is that all the flaws I pointed out, she fixed. I made fun of her flappy tits so she got implants. I ridiculed her for her stretch marks, she got some magic cream to make them disappear. Now, she actually looks pretty fucking good. She's still a whore, though. I guess there's no fixing that. Anyway, onto the shoot. Just like her first appearance, Kya's second scene is awesome. This one is probably messier, too!"
1191,Ghetto Gaggers: Kylayah Sparks,ghettogaggers.com,2017,"<a href=""https://www.iafd.com/title.rme/id=a48b63a4-25dc-4b4b-8c93-3f6387b7f082"" target=""_blank"">https://www.iafd.com/title.rme/id=a48b63a4-25dc-4b4b-8c93-3f6387b7f082</a>","Kylayah Sparks is a ghetto valley girl. This is the chick who grew up white bread but looked like burnt toast. With a bubble personality and a gut like Jabba, she inhaled dick true to her whore self. She wasn't the brightest whore in the stable as we drilled her about black history month and she failed utterly; so we redeemed her in epic Ghetto Gaggers fashion. With a trip to the bathroom to wash her whore face in the toilet."
1192,Ghetto Gaggers: Lacey Duvalle,ghettogaggers.com,2005,"<a href=""https://www.iafd.com/title.rme/id=bd6c6d18-3777-494b-b8f8-059435d3f78c"" target=""_blank"">https://www.iafd.com/title.rme/id=bd6c6d18-3777-494b-b8f8-059435d3f78c</a>","Lacey Duvalle is one of the hottest ebony pornstars PERIOD. Throughout her entire career she always did the easy stuff. From the moment I saw her when I was just a fan of hers, I knew I had to destroy her. As fate would have it, she ended up on my sofa, and minutes later there were white cocks thrusting down her throat until she was reduced to a pile of vomit. This is a shining moment in her career. The beautiful Lacey Duvalle Destroyed"
1193,Ghetto Gaggers: Lacy Green,ghettogaggers.com,2009,"<a href=""https://www.iafd.com/title.rme/id=f3a5f171-d65c-4034-8f92-3396d8818359"" target=""_blank"">https://www.iafd.com/title.rme/id=f3a5f171-d65c-4034-8f92-3396d8818359</a>","Lacy Green showed up with a shiner on her eye. So right off the bat that tells you what kind of person we're dealing with. She was cool at first, but then the hood came out in her, I knew right there that is why she had a shiner on her face; her pimp wasn't having her mouth poppin', and her chicken head moving back and forth like a bobble head. I kept my patience, as I normally have to do with these crack babies, limited IQ ghetto chicks. She looked pretty good until her wig fell of and her makeup came off. We hung the wig from her high heel, and with her skinny leg, it looked like a mop. We put the wig back on but the stupid thing fell off again, so I was like, Fuck it, leave it off. So she did the rest of the scene with what looks to be a 99 cent winter hat. I'm a white boy, so I don't know what you guys call those things. I call them, Hide my bad hair things. Anyways, she got the dick good. Twisted into various, crazy positions that only us white boys do, because, we aren't into all that loving Barry White shit. She turned into a pile of mess, covered in soul food, and fucked harder than she has ever been, and then it was time to dump on her face. Bootleg and Big Red popped nice nuts all over that runway of a forehead she has. Then Bootleg wrapped her head in a paper towel and gave her the fishhooks. She protested, but only because at that point she knew she was owned."
1194,Ghetto Gaggers: Lady Fire,ghettogaggers.com,2012,"<a href=""https://www.iafd.com/title.rme/id=874a2449-010e-4c6d-bc13-6c23064ec355"" target=""_blank"">https://www.iafd.com/title.rme/id=874a2449-010e-4c6d-bc13-6c23064ec355</a>",Lady Fire is a gross hog with an ugly alien like stomach. It was her first and last (hopefully) video. This scene was shot in a snow storm and our power kept going off so we were only able to tape the face fucking portion. Trust me... nature did us a favor because no one wanted to see any more of this snow beast.
1195,Ghetto Gaggers: Laina Love,ghettogaggers.com,2014,"<a href=""https://www.iafd.com/title.rme/id=fca27188-7563-4268-8ccd-ad649d57f76c"" target=""_blank"">https://www.iafd.com/title.rme/id=fca27188-7563-4268-8ccd-ad649d57f76c</a>","Ok... we stumbled upon something pretty bizarre tonight. First off, let me describe the girl. She's about a 3 on a scale of 1 to 10. She has enormous natural tits... really her only selling point. She's cool and down to try anything once. Perfect. So, we do what we always do and slam hard cocks down the throats of black bitches. She did that like a pro... seriously. This cunt is a real cock hungry whore when it comes to getting her hood face fucked. Things got weird when it was time to fuck that ass and pussy. All I can think of is that there must have been a traumatic event in her life that caused her to be like this. Every time the cock slammed into her wet holes, she looked like she had one foot out the door. We call it defensive fucking. Strange indeed. Both guys drilled her and at one point even stuffed both their cocks into her ass and pussy at the same time. A first for this hood booger. Dumping the loads on her face brought out even more emotions. Weird. It's like watching a light slowly dim. She's done. Porn is not for this sorry sap."
